A0029,SINGAPORE,AH SONG TOWING,NULL,"9746 7687,8188 2927",53050355K,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,19:45.9,FNC003,1
A0030,SINGAPORE,ADEPT MACHINERY,NULL,6753 4552/9386 3037(H/P),53013599W,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,29:06.1,Peiwen,1
A0031,SINGAPORE,A S K ELECTRONIC PTE LTD,NULL,6296 0226,200304852R,Peiwen,,NET DUE,NULL,SGD,CASH,29:06.1,Peiwen,42:14.8,PUR003,1
A0032,SINGAPORE,ANGLEE ALUMINIUM INDUSTRIES PTE LTD,NULL,6257 7732,198203009M,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,06:04.9,PUR003,1
A0033,SINGAPORE,ACUMED MEDICAL PTE LTD,NULL,6566 3311,197300761M,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,39:14.4,FNC012,1
A0034,SINGAPORE,FMD MANAGEMENT CONSULTANTS PTE LTD,NULL,6748 6505,198400754C,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,12:24.9,FNC008,1
A0035,SINGAPORE,AIRPORT EQUIPMENT SERVICES PTE.LTD,NULL,6481 5760,199400661M,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,29:06.1,Peiwen,1
A0036,SINGAPORE,ASSOCIATED SPRING RAYMOND ASIA,NULL,6863-5636,198100597E,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,39:08.7,FNC003,1
A0037,SINGAPORE,AUTO BECKER AIR-CONDITIONING,NULL,9737 3289,38742000B,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,05:56.9,PUR002,1
A0038,SINGAPORE,ASIATIC REFRIGERATION PTE LTD,NULL,6293 1958,198800013M,Peiwen,,NET DUE,NULL,SGD,CASH,29:06.1,Peiwen,19:59.1,PUR003,1
A0039,USA,ALL BATTERY SALES AND SERVICE,NULL,,,Peiwen,,NET DUE,NULL,USD,TT,29:06.1,Peiwen,20:00.2,PUR001,1
A0040,SINGAPORE,AUTO TECH SERVICES CENTRE,NULL,6795 4195,53078373L,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,43:38.8,FNC003,1
A0041,SINGAPORE,ASSA ABLOY SINGAPORE PTE LTD,NULL,6225 6969,199606073E,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,29:06.1,Peiwen,1
A0042,SINGAPORE,AUYIN OFFICE FURNITURE,NULL,6774 1188,29238700L,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,16:09.8,FNC004,1
A0043,SINGAPORE,ADMIRAL AIR-CONDITIONING & ENG. PTE LTD,NULL,,32318300W,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,51:08.0,PUR003,1
A0044,SINGAPORE,AXA INSURANCE SINGAPORE PTE LTD,NULL,6338 7288,196900406D,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,58:15.9,FNC008,1
A0045,SINGAPORE,ADAPTIVE ENGINEERING PTE LTD,NULL,62651923,,FNC004,http://,NET DUE,NULL,SGD,CASH,18:30.2,FNC004,21:45.6,PUR003,1
A0046,SINGAPORE,ADD VALUE ELECTRICAL PTE LTD,NULL,6261 0289,,FNC004,http://,NET 30,NULL,SGD,CHEQUE,17:15.5,FNC004,52:07.2,PUR003,1
A0047,SINGAPORE,AQUA INTERNATIONAL PTE LTD,NULL,6299 1944,,FNC004,http://www.AQUA.SG,NET DUE,NULL,SGD,CHEQUE,21:43.3,FNC004,07:31.9,PUR003,1
A0048,SINGAPORE,ASM AUTOMOTIVE SERVICES PTE LTD,NULL,6265 0980/6265 8806,,FNC004,http://,NET DUE,NULL,SGD,CHEQUE,09:21.7,FNC004,52:11.5,FNC008,1
A0049,SINGAPORE,AMPWAY INDUSTRIES PTE LTD,NULL,6842 3733,199504777n,FNC004,http://www.ampway.com,NET 30,NULL,SGD,CHEQUE,53:04.5,FNC004,06:25.6,FNC004,1
A0050,SINGAPORE,AH KENG MOTOR REPAIRER,NULL,6453 2797/6453 1517,3108910/00E,FNC004,http://,NET 7,NULL,SGD,CHEQUE,46:06.0,FNC004,52:32.5,FNC004,1
A0051,SINGAPORE,AEROHUB PEST CONTROL & CLEANING PTE LTD,NULL,6250 2929/8170 2929,,FNC004,http://www.aerohubpest.com.sg,NET 30,NULL,SGD,CHEQUE,41:24.9,FNC004,41:24.9,FNC004,1
A0052,SINGAPORE,ALL MEASURE TECHNOLOGY (S) PTE LTD,NULL,6908 1833,201313531D,FNC004,http://WWW.ALLMEASURE.COM.SG,NET 30,NULL,SGD,CHEQUE,48:03.5,FNC004,48:03.5,FNC004,1
A0053,SINGAPORE,AEJ INNOVATION PTE LTD,NULL,6369 9525,201206205M,FNC004,http://aejinnovation.sg,NET 30,NULL,SGD,CHEQUE,51:11.2,FNC004,30:32.5,FNC012,1
A0054,SINGAPORE,ACE-WELD PTE LTD,NULL,6766 6559,20090004N,FNC004,http://www.ace-weld.com.sg,NET DUE,NULL,SGD,CHEQUE,39:56.5,FNC004,39:56.5,FNC004,1
A0055,SINGAPORE,ABLE H & P (S) PTE LTD,NULL,6550 7788,200102525g,FNC004,http://www.ablesin.com.sg,NET 30,NULL,SGD,CHEQUE,02:31.0,FNC004,16:24.4,PUR003,1
A0056,SINGAPORE,ASTRATA GROUP PTE LTD,NULL,6338 8133,201303562N,FNC008,www.astratagroup.com,NET 30,NULL,SGD,CHEQUE,35:02.5,FNC008,09:24.2,FNC012,1
A0057,SINGAPORE,ACCESS ELECTRICAL PTE LTD,NULL,68428482,200714123Z,FNC008,www.access-electrical.com,NET 30,NULL,SGD,CHEQUE,17:40.4,FNC008,18:14.1,FNC008,1
A0058,SINGAPORE,A'CREATIVE PLUMBING & ENGRG (S) PTE LTD,NULL,6766 8252,199803084G,FNC008,http://,NET 30,NULL,SGD,CHEQUE,49:04.7,FNC008,49:04.7,FNC008,1
A0059,SINGAPORE,ANDA INTERNATIONAL PTE. LTD.,NULL,6481 6422 / 6481 7790,198000611H,FNC008,http://www.andaintl.com.sg,NET DUE,NULL,SGD,CHEQUE,19:17.2,FNC008,19:17.2,FNC008,1
A0060,SINGAPORE,ALFRED FORKLIFT SERVICES,NULL,,53186451X,FNC008,http://,NET 30,NULL,SGD,CHEQUE,21:14.1,FNC008,21:14.1,FNC008,1
A0061,SINGAPORE,AREES WATER PTE LTD,NULL,6659 0238,200602375Z,FNC008,http://,NET 30,NULL,SGD,CHEQUE,43:32.4,FNC008,43:32.4,FNC008,1
A0062,SINGAPORE,AMERICAN INTERNATIONAL INDUSTRIES PTE LTD,NULL,64110863,196600149M,FNC011,http://,NET 30,NULL,SGD,CHEQUE,45:58.0,FNC011,09:26.4,FNC011,1
A0063,NULL,AUTOLIFT S.R.L.,NULL,NULL,,FNC012,http://www.autoliftsrl.com,NET DUE,NULL,EUR,TT,41:13.7,FNC012,51:16.4,FNC012,1
A0064,SINGAPORE,ADVANCER IFM PTE LTD,NULL,62651703,201100197M,FNC013,http://advancer.sg,NET 30,NULL,SGD,CHEQUE,01:01.5,FNC013,01:01.5,FNC013,1
B0001,SINGAPORE,BANLY SPARE PARTS (PTE) LTD,NULL,6264 2330/6261 6059 (AC),197701766W,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,22:16.7,PUR003,1
B0002,SINGAPORE,CONTROLS & ELECTRICS PTE LTD,NULL,861 3377,199805363G,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,51:29.7,FNC003,1
B0003,KOREA,"BOA TRADING CO., LTD.",NULL,82-51-303-67213,,Peiwen,,NET 30,NULL,USD,CHEQUE,29:06.1,Peiwen,29:06.1,Peiwen,1
B0004,SINGAPORE,BORNEO MOTORS PTE LTD,NULL,6631 1818,195800179M,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,40:53.1,FNC008,1
B0005,SINGAPORE,BANLEE PRINTING & TRADING SERVICES,NULL,7481401,26174700B,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,26:12.4,FNC003,1
B0006,AUSTRALIA,BAXTERS PTY. LTD.,NULL,03-9729-0044,,Peiwen,,NET 30,NULL,AUD,CHEQUE,29:06.1,Peiwen,29:06.1,Peiwen,1
B0007,SINGAPORE,BRYLCHEM PTE LTD,NULL,6562 0022,46637500W,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,53:48.8,FNC012,1
B0008,SINGAPORE,BESTOFIRE & THERMAL PTE LTD,NULL,8614440,198903115C,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,29:06.1,Peiwen,1
B0009,SINGAPORE,BOCK ASIA PTE LTD,NULL,6861 5554,199707879G,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,43:13.8,PUR004,1
B0010,SINGAPORE,BONAVENTURE 86 PTE LTD,NULL,6365 5395,199300067G,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,34:34.5,PUR003,1
B0011,SINGAPORE,BITUBULK PTE LTD,NULL,6515 14/15,200201466C,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,37:55.8,FNC011,1
B0012,SINGAPORE,BRIDEX SINGAPORE PTE LTD,NULL,6756 0833,197802201N,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,29:06.1,Peiwen,1
B0013,SINGAPORE,BAN SOON CHEONG PTE LTD,NULL,6842 6300,200403130N,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,29:06.1,Peiwen,1
B0014,SINGAPORE,LOGWIN AIR + OCEAN SINGAPORE PTE LTD,NULL,6586 7373,197300716D,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,29:06.1,Peiwen,1
B0015,SINGAPORE,BOON LAY TECHNICAL SUPPLIES,NULL,6265 8866,22127400J,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,29:06.1,Peiwen,1
B0016,SINGAPORE,BOSTIK FINDLEY ( M ) SDN BHD ( SINGAPORE BRANCH ),NULL,64199199,198905108N,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,08:05.5,PUR003,1
B0017,SINGAPORE,BSE ELECTRICAL SUPPLIES PTE LTD,NULL,,199801036M,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,45:29.6,FNC003,1
B0018,SINGAPORE,BESERV TRADING & ENGINEERING,NULL,6266 4767,52868122B,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,16:18.5,PUR002,1
B0019,SINGAPORE,BIZPAL SERVICES,NULL,9139 8123,53086357W,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,47:02.7,FNC003,1
B0020,SINGAPORE,BERGER PAINTS SINGAPORE PTE LTD,NULL,6261 5224,193900021Z,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,52:26.7,PUR003,1
B0021,NULL,BAN CHU LEONG TECHNOLOGIES PTE LTD,NULL,NULL,201001609E,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,53:49.0,PUR003,1
B0022,SINGAPORE,B & LEE ELECTRONICS PTE LTD,NULL,6288 2725,197903854W,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,30:49.4,PUR003,1
B0023,SINGAPORE,BLACK & DECKER ASIA PACIFIC PTE LTD,NULL,6747 1711,197000595N,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,29:06.1,Peiwen,1
B0024,SINGAPORE,BANSBACH EASYLIFT ASIA PTE LTD,NULL,+65 65628730,200009682R,Peiwen,www.bansbach-asia.com,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,53:14.6,FNC003,1
B0025,NULL,BLUEWAVE COMMUNICATION PTE LTD,NULL,NULL,,FNC003,http://,NET DUE,NULL,SGD,CASH,15:27.6,FNC003,15:54.5,FNC003,1
B0026,NULL,BENG HUI MARINE ELECTRICAL PTE LTD,NULL,NULL,,FNC003,http://,NET 30,NULL,SGD,CHEQUE,09:15.3,FNC003,28:40.6,PUR003,1
B0027,SINGAPORE,BUSCH VACUUM SINGAPORE PTE LTD,NULL,6488 0866,,FNC004,http://,NET DUE,NULL,SGD,CASH,28:11.6,FNC004,07:17.5,PUR003,1
B0028,SINGAPORE,BOK SING HARDWARE PAINTS PTE LTD,NULL,65609670,,FNC004,http://,NET 30,NULL,SGD,CHEQUE,45:47.6,FNC004,47:35.7,FNC012,1
B0029,SINGAPORE,BIZGRAM ASIA PTE LTD,NULL,6334 1373,2009035472,FNC004,http://,NET DUE,NULL,SGD,CHEQUE,09:36.6,FNC004,09:36.6,FNC004,1
B0030,UNITED STATES,BUS-AIR MFG,NULL,-2127,,FNC004,http://www.bus-air.com,NET DUE,NULL,USD,TT,45:36.8,FNC004,45:36.8,FNC004,1
B0031,POLAND,B.A.U.S.AT SP.Z O. O.,NULL,+48 728 891 442,,FNC004,http://www.baus-at.com,NET DUE,NULL,EUR,TT,40:16.6,FNC004,40:16.6,FNC004,1
B0032,SINGAPORE,BP STEEL PTE LTD,NULL,6465 9959,201436471HY,FNC004,http://,NET 30,NULL,SGD,CHEQUE,20:56.1,FNC004,00:37.2,PUR003,1
B0033,SINGAPORE,BALLUFF ASIA PTE LTD,NULL,6252 4384,199204265R,FNC004,http://www.balluff.com,NET DUE,NULL,SGD,CHEQUE,46:50.7,FNC004,47:03.6,FNC004,1
B0034,SINGAPORE,BOILER & BURNER ENG P/L,NULL,68735508,199901641C,FNC008,www.boiler-burner.com,NET DUE,NULL,SGD,CHEQUE,37:53.5,FNC008,37:53.5,FNC008,1
B0035,SINGAPORE,BONA FAR EAST & PACIFIC PTE LTD,NULL,6377 1158,200009716E,FNC008,http://www.bona.com/en-SG/,NET DUE,NULL,SGD,WIRE,44:58.8,FNC008,55:08.5,FNC008,1
B0036,SINGAPORE,BEST MARINE ELECTRICAL,NULL,6741 0317,28443700W,FNC008,http://www.bestmarineelectrical.com,NET 30,NULL,SGD,CHEQUE,12:48.6,FNC008,12:48.6,FNC008,1
B0037,SINGAPORE,BOXFRESH PTE LTD,NULL,6458 5441,200701408E,FNC008,http://www.boxfresh.com.sg,NET 7,NULL,SGD,CHEQUE,07:26.9,FNC008,07:26.9,FNC008,1
C0001,SINGAPORE,CHEE BENG TRANSPORTATION SERVICE,NULL,6221 3619,33368900C,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,57:36.8,FNC003,1
C0002,SINGAPORE,CHINESE GARDEN ELECTRIC & ELECTRONIC ENT. PTE LTD,NULL,2643288,198800656D,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,59:03.5,FNC003,1
C0003,JAPAN,CENTRAL AUTOMOTIVE PRODUCTS LTD,NULL,,,Peiwen,,NET 30,NULL,YEN,CHEQUE,29:06.1,Peiwen,29:06.1,Peiwen,1
C0004,MALAYSIA,CENTURY AUTO AIR-COND. SDN. BHD.,NULL,03-7183068,,Peiwen,,NET 30,NULL,RM,CHEQUE,29:06.1,Peiwen,29:06.1,Peiwen,1
C0005,SINGAPORE,CHENG FONG ENTERPRISES (S) PTE LTD,NULL,6891 6891,198901738N,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,40:09.8,FNC003,1
C0006,SINGAPORE,CASCO ADHESIVE (ASIA) PTE LTD,NULL,7622088,198402028W,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,09:17.1,PUR003,1
C0007,SINGAPORE,CHIP AIK ALUMINIUM (PTE) LTD,NULL,6292 0217 / 6294 1318,197401348E,Peiwen,,NET 60,NULL,SGD,CHEQUE,29:06.1,Peiwen,21:14.7,FNC004,1
C0008,SINGAPORE,COMPO FIBRE GLASS,NULL,91335192,51624400X,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,22:15.2,PUR003,1
C0009,SINGAPORE,CHYE HIN HARDWARE PTE LTD,NULL,8618801,197702280C,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,06:46.7,PUR003,1
C0010,SINGAPORE,CHOP HOCK HONG,NULL,6294 9564,04702000L,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,25:59.3,FNC007,1
C0011,SINGAPORE,CHESTER WELDING (S) PTE LTD,NULL,68533015,199401257D,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,09:53.0,FNC012,1
C0012,SINGAPORE,CHONG LEE LEONG SENG CO LTD,NULL,6264 2922,195900102K,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,12:45.5,PUR003,1
C0013,ESPANA,CAFFSA,NULL,34-93-4621691,,Peiwen,,NET 30,NULL,USD,CHEQUE,29:06.1,Peiwen,29:06.1,Peiwen,1
C0014,SINGAPORE,CAUSEWAY PAINTS PTE LTD,NULL,6861 7979,198205525Z,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,27:25.4,PUR003,1
C0015,SINGAPORE,CALPEDA ASIA PACIFIC PTE LTD,NULL,68984111,199104855G,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,25:49.2,FNC004,1
C0016,SINGAPORE,CARRIER SINGAPORE (PTE) LIMITED,NULL,6410 0338/9797 9972(H/P),196400287H,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,43:29.7,PUR003,1
C0017,CHINA,CHANGXING IMPORT & EXPORT CO LTD,NULL,008-65726203288,,Peiwen,,NET 30,NULL,USD,CHEQUE,29:06.1,Peiwen,29:06.1,Peiwen,1
C0018,SINGAPORE,CORROTEC PTE LTD,NULL,6481 7339,200308599E,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,29:06.1,Peiwen,1
C0019,SINGAPORE,CAR FIBREGLASS,NULL,39-0544-451187,,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,29:06.1,Peiwen,1
C0020,SINGAPORE,CLARION ASIA PTE LTD,NULL,64755233,199201532Z,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,49:22.5,FNC003,1
C0021,SINGAPORE,CYCLE & CARRIAGE INDUSTRIES PTE LTD,NULL,6777 8388 / H/P : 9688 0383,196400367W,Peiwen,,NET DUE,NULL,SGD,CHEQUE,29:06.1,Peiwen,02:39.0,FNC008,1
C0022,SINGAPORE,CHAM KOK ENGINEERING CO.,NULL,6748 1661,23042400K,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,30:11.3,FNC003,1
C0023,UK,CLYDE VALLEY CONTROL SYSTEMS LTD,NULL,01355 247921,,Peiwen,,NET 30,NULL,GBP,CHEQUE,29:06.1,Peiwen,29:06.1,Peiwen,1
C0024,SINGAPORE,CHIN YUAN METAL PTE LTD,NULL,6265 0550,199200322C,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,23:12.3,FNC003,1
C0025,MALAYSIA,C.S.YAP ENGINEERING SDN.BHD.,NULL,20361578989,,Peiwen,,NET 30,NULL,RM,CHEQUE,29:06.1,Peiwen,29:06.1,Peiwen,1
C0026,SINGAPORE,CUMMINS SALES AND SERVICE SINGAPORE PTE LTD**,NULL,(+65)6261-3555,197803168H,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,49:35.8,PUR004,1
C0027,SINGAPORE,CHUAN LECK AUTO CO.,NULL,6755 2623,27164600D,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,59:23.1,FNC004,1
C0028,TAIWAN,COTEK ELECTRONIC COMPANY LTD,NULL,+886(3) 366 1581,,Peiwen,,NET DUE,NULL,USD,TT,29:06.1,Peiwen,21:40.0,PUR001,1
C0029,SINGAPORE,CASTOR & WHEEL SINGAPORE PTE LTD,NULL,6745 6944,198300787H,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,28:38.6,PUR003,1
C0030,SINGAPORE,CARGOTEC CHS ASIA PACIFIC PTE LTD,NULL,6597 3888/6597 3999,199404157W,Peiwen,CARGOTEC.COM,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,29:06.1,Peiwen,1
C0031,SINGAPORE,CIMMERIAN CRANE SERVICES PTE LTD,NULL,6266 3378,199404880C,Peiwen,aqualonia@pacific.net.sg,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,10:36.2,PUR003,1
C0032,SINGAPORE,CENTRAL REFRIGERATION & AIRCONDITIONING (PTE) LTD,NULL,+65 6292 0011,196600288G,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,57:36.9,FNC008,1
C0033,SINGAPORE,CENTRAL ENGINEERING (PTE) LTD,NULL,+65 6863 1755,196700488Z,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,54:35.0,PUR003,1
C0034,SINGAPORE,CHOON WAH AUTO TRADING (PTE) LTD,NULL,6759 2292,198305641Z,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,11:06.5,PUR004,1
C0035,SINGAPORE,CINE EQUIPMENT PTE LTD,NULL,6252 5089,199503400H,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,29:06.1,Peiwen,1
C0036,SINGAPORE,CROWN AUTOMATION PTE LTD,NULL,6861 2477,198802760W,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,28:50.6,FNC003,1
C0037,SINGAPORE,CHUAN CHOON MOTOR TRADING CO.,NULL,6268 2505/6268 3105,32121500A,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,45:48.6,PUR002,1
C0038,SINGAPORE,CHONG BROTHER HARDWARE SUPPLY,NULL,"6769 1518,6892 0968",27191300B,Peiwen,,NET 30,NULL,SGD,CHEQUE,29:06.1,Peiwen,29:06.1,Peiwen,1
