A0030,"43 SENOKO WAY
SINGAPORE 758054 43 SENOKO WAY      SINGAPORE",,43,758054,6753 4552/9386 3037(H/P),1,1
A0031,"10 JALAN BESAR ,  SIM LIM TOWER
#01 - 05/06
SINGAPORE 208787
 10 JALAN BESAR ,  SIM LIM TOWER 01 05/06   SINGAPORE",6-May,10,208787,6296 0226,1,1
A0032,"9 TAGORE LANE @TAGORE
#04 - 27
SINGAPORE 787472
 9 TAGORE LANE @TAGORE 04 27   SINGAPORE",27,9,787472,6257 7732,1,1
A0033,"2 JURONG EAST STREET 21
IMM BUILDING
#04 - 70
SINGAPORE 609601
 2 JURONG EAST STREET 21
IMM BUILDING 04 70   SINGAPORE",70,2,609601,6566 3311,1,1
A0034,"229 MOUNTBATTEN ROAD,
MOUNTBATTEN SQUARE
#01 - 01
SINGAPORE 398007
 229 MOUNTBATTEN ROAD,
MOUNTBATTEN SQUARE 01 01   SINGAPORE",1,229,398007,6748 6505,1,1
A0035,"9 JALAN RENGAS,
SINGAPORE 808529 9 JALAN RENGAS,      SINGAPORE",,9,808529,6481 5760,1,1
A0036,"15A TUAS ROAD,
SINGAPORE 638517 15A TUAS ROAD,     SINGAPORE",,15A,638517,6863-5636,1,1
A0037,"105 KILLINEY ROAD,
SINGAPORE 239546
 105 KILLINEY ROAD,     SINGAPORE",,105,239546,9737 3289,1,1
A0038," OWEN ROAD
#148 - 160
SINGAPORE 218945
  OWEN ROAD 148 160   SINGAPORE",160,,218945,6293 1958,1,1
A0039,"727 134TH STREET SW EVERETT,
WA 98204
 USA
 727 134TH STREET SW EVERETT,    WA  USA",,727,98204,,1,1
A0040,"8 PENJURU PLACE
# 01 - 48
2.8 PENJURU TECH HUB 
SINGAPORE 608780 8 PENJURU PLACE 01 48 2.8 PENJURU TECH HUB  SINGAPORE",48,8,608780,6795 4195,1,1
A0041,"37 JALAN PEMIMPIN ,    
# 04 - 03A
UNION INDUSTRIAL BUILDING BLOCK A  
SINGAPORE 577177 37 JALAN PEMIMPIN ,     04 03A UNION INDUSTRIAL BUILDING BLOCK A   SINGAPORE",03A,37,577177,6225 6969,1,1
A0042," NO.31,BUKIT BATOK CRESCENT,THE SPLENDOUR
#01 - 29
SINGAPORE 658070
  NO.31,BUKIT BATOK CRESCENT,THE SPLENDOUR 01 29   SINGAPORE",29,,658070,6774 1188,1,1
A0043,"5040 ANG MO KIO INDUSTRIAL PARK 2
#01 - 435
SINGAPORE 569543
 5040 ANG MO KIO INDUSTRIAL PARK 2 01 435   SINGAPORE",435,5040,569543,,1,1
A0044,"143 CECIL STREET ,   
#01 - 01
SINGAPORE 069542
 143 CECIL STREET ,    01 01 GB BUILDING   SINGAPORE",1,143,69542,6338 7288,1,1
B0001,"5 PIONEER ROAD NORTH
#01 - 31
SINGAPORE 628458
 5 PIONEER ROAD NORTH 01 31   SINGAPORE",31,5,628458,6264 2330/6261 6059 (AC),1,1
B0002,"30 GUL DRIVE , JURONG TOWN
SINGAPORE 629478 30 GUL DRIVE , JURONG TOWN     SINGAPORE",,30,629478,861 3377,1,1
B0003,"SAMRAK-DONG, SASANG-KU, 
PUSAN 
KOREA   SAMRAK-DONG, SASANG-KU,      PUSAN  KOREA", ,,,82-51-303-67213,1,1
B0004,"2 PANDAN CRESCENT
SINGAPORE 128462
 2 PANDAN CRESCENT     SINGAPORE",,2,128462,6631 1818,1,1
B0005,"1057 EUNOS AVE 3
# 04 - 93
SINGAPORE 409848 1057 EUNOS AVE 3 04 93   SINGAPORE",93,1057,409848,7481401,1,1
B0006,"961 MOUNTAIN HWY.
BORONIA 
AUSTRALIA 3155 961 MOUNTAIN HWY.    BORONIA  AUSTRALIA",,961,3155,03-9729-0044,1,1
B0008,"28 TUAS AVE 4
SINGAPORE 639378 28 TUAS AVE 4      SINGAPORE",,28,639378,8614440,1,1
B0009,"10 TOH GUAN ROAD  ,   
#03 - 03
SINGAPORE 608838
 10 TOH GUAN ROAD  ,    03 03 TT INTERNATIONAL TRADEPARK  SINGAPORE",3,10,608838,6861 5554,1,1
B0010,"48 TOH GUAN ROAD EAST , ENTERPRISE HUB
#07 - 125
SINGAPORE 608586
 48 TOH GUAN ROAD EAST , ENTERPRISE HUB 07 125   SINGAPORE",125,48,608586,6365 5395,1,1
B0011,"48 PANDAN ROAD
SINGAPORE 609289
 48 PANDAN ROAD     SINGAPORE",,48,609289,6515 14/15,1,1
B0012,"47 YISHUN INDUSTRIAL PARK A
SINGAPORE 768724 47 YISHUN INDUSTRIAL PARK A      SINGAPORE",,47,768724,6756 0833,1,1
B0013,"217 UBI AVE 4, INTREPID WAREHOUSE COMPLEX
SINGAPORE 408810 217 UBI AVE 4, INTREPID WAREHOUSE COMPLEX      SINGAPORE",,217,408810,6842 6300,1,1
B0014,"2 CLEMENTI LOOP
# 01 - 01
SINGAPORE 129809 2 CLEMENTI LOOP 01 01   SINGAPORE",1,2,129809,6586 7373,1,1
B0015,"1 PIONEER ROAD NORTH
# 01
SINGAPORE  1 PIONEER ROAD NORTH 01    SINGAPORE",,1,,6265 8866,1,1
B0016," 1 SCIENCE PARK ROAD, THE CAPRICON, SINGAPOR SCIENCE PARK II
#04 - 01/05
SINGAPORE 117528
  1 SCIENCE PARK ROAD, THE CAPRICON, SINGAPOR SCIENCE PARK II 04 01/05   SINGAPORE",5-Jan,,117528,64199199,1,1
B0017,"5 PIONEER ROAD NORTH
# 01 - 27
SINGAPORE 628458 5 PIONEER ROAD NORTH 01 27   SINGAPORE",27,5,628458,,1,1
B0018,"8 LINK ROAD
SINGAPORE 619030
 8 LINK ROAD      SINGAPORE",,8,619030,6266 4767,1,1
B0019,"322 ANG MO KIO AVE 3
# 09 - 1934
SINGAPORE 560322 322 ANG MO KIO AVE 3 09 1934   SINGAPORE",1934,322,560322,9139 8123,1,1
B0020,"22 BENOI SECTOR ,
SINGAPORE 629854
 22 BENOI SECTOR ,      SINGAPORE",,22,629854,6261 5224,1,1
B0021,"5 JALAN LEMBAH KALLANG
SINGAPORE 339561
 5 JALAN LEMBAH KALLANG     SINGAPORE",,5,339561,6745 5437,1,0
B0022,"15 LITTLE ROAD
#03 - 01/02
SINGAPORE 536988
 15 LITTLE ROAD 03 01/02   SINGAPORE",2-Jan,15,536988,6288 2725,1,1
B0023,"20 TOH GUAN ROAD ,    
# 05 - 00
CJ GLS BUILDING  
SINGAPORE 608839 20 TOH GUAN ROAD ,     05 00 CJ GLS BUILDING   SINGAPORE",0,20,608839,6747 1711,1,1
B0024,"25 INTERNATIONAL BUSINESS PARK .    
# 04 - 63
GERMAN CENTRE  
SINGAPORE 609916 25 INTERNATIONAL BUSINESS PARK .     04 63 GERMAN CENTRE   SINGAPORE",63,25,609916,+65 65628730,1,1
C0001,"1 TANJONG PAGAR PLAZA,   
# 02 - 25
OFF TANJONG PAGAR ROAD,   
SINGAPORE 082001 1 TANJONG PAGAR PLAZA,    02 25 OFF TANJONG PAGAR ROAD,    SINGAPORE",25,1,82001,6221 3619,1,1
C0002,"21 PIONEER ROAD NORTH
# 01 - 104
SINGAPORE 628467 21 PIONEER ROAD NORTH 01 104   SINGAPORE",104,21,628467,2643288,1,1
C0003," 4-CHOM, NAKANOSHIMA, KITA-KU
OSAKA
JAPAN 530   4-CHOM, NAKANOSHIMA, KITA-KU     OSAKA JAPAN", ,,530,,1,1
C0004,"39 JALAN SS22/11, DAMANSARA UTAMA,
PETALING JAYA 
MALAYSIA 47400 39 JALAN SS22/11, DAMANSARA UTAMA,     PETALING JAYA  MALAYSIA", ,39,47400,03-7183068,1,1
C0005,"39 SUNGEI KADUT ST.4
SINGAPORE 729059
 39 SUNGEI KADUT ST.4     SINGAPORE",,39,729059,6891 6891,1,1
C0006,"14 SUNGEI KADUT WAY
SINGAPORE 728788
 14 SUNGEI KADUT WAY      SINGAPORE",,14,728788,7622088,1,1
C0007,"11 KIAN TECK WAY
SINGAPORE 628736
 11 KIAN TECK WAY      SINGAPORE",,11,628736,6292 0217 / 6294 1318,1,1
C0008,"624A PUNGGOL CENTROL
#06 - 300
SINGAPORE 821624
 624A PUNGGOL CENTROL 06 300   SINGAPORE",300,624A,821624,91335192,1,1
C0009,"11 GUL AVENUE, 
SINGAPORE 629655
 11 GUL AVENUE,      SINGAPORE",,11,629655,8618801,1,1
C0010,"332 KING GEORGE'S AVENUE , KING GEORGE'S BUILDING
SINGAPORE 208570
 332 KING GEORGE'S AVENUE , KING GEORGE'S BUILDING     SINGAPORE",,332,208570,6294 9564,1,1
C0011," 146 TUAS SOUTH AVE 2
WESTPOINT BIZHUB
SINGAPORE 637178
  146 TUAS SOUTH AVE 2
WESTPOINT BIZHUB     SINGAPORE",,,637178,68533015,1,1
C0012,"23 TUAS AVE 2,
SINGAPORE 639454
 23 TUAS AVE 2,     SINGAPORE",,23,639454,6264 2922,1,1
C0013,"8 JOAN MIRO, SANT ADRIA DEL BESOS
BARCELONA
ESPANA  8 JOAN MIRO, SANT ADRIA DEL BESOS      BARCELONA ESPANA", ,8,,34-93-4621691,1,1
C0014,"35 GUL AVENUE (JURONG IND. EST.)
SINGAPORE 629675
 35 GUL AVENUE (JURONG IND. EST.)     SINGAPORE",,35,629675,6861 7979,1,1
C0015," 3 GUL STREET 1,
SINGAPORE 629316
  3 GUL STREET 1,     SINGAPORE",,,629316,68984111,1,1
C0016,"28 TEBAN GARDENS CRESCENT,
SINGAPORE 608926
 28 TEBAN GARDENS CRESCENT,      SINGAPORE",,28,608926,6410 0338/9797 9972(H/P),1,1
C0017,"1 TAIHU STREET
CHANGXING , ZHEJIANG  ZHEJIANG
CHINA  1 TAIHU STREET    CHANGXING , ZHEJIANG  ZHEJIANG CHINA",,1,,008-65726203288,1,1
C0018,"10  ANG MO KIO IND PARK 2A ,   
# 02 - 01
AMK AUTOPOINT. 
SINGAPORE 568047 10  ANG MO KIO IND PARK 2A ,    02 01 AMK AUTOPOINT.  SINGAPORE",1,10,568047,6481 7339,1,1
C0019,"ZONA  BASSETTE VIA O. MAGNANI 
RAVENNIA
SINGAPORE 48100  ZONA  BASSETTE VIA O. MAGNANI       RAVENNIA SINGAPORE", ,,48100,39-0544-451187,1,1
C0020,"ALEXANDRA ROAD
# 04 - 03
PERFORMANCE CENTRE 
SINGAPORE 159944  ALEXANDRA ROAD 04 03 PERFORMANCE CENTRE  SINGAPORE",3,NULL,159944,64755233,1,1
C0021," Mercedes-Benz Commercial Vehicle, 188 Pandan Loop
SINGAPORE 128378
  Mercedes-Benz Commercial Vehicle, 188 Pandan Loop     SINGAPORE",,,128378,6777 8388 / H/P : 9688 0383,1,1
C0022,"9002 TAMPINES ST 93
# 01 - 10
SINGAPORE 528836 9002 TAMPINES ST 93 01 10   SINGAPORE",10,9002,528836,6748 1661,1,1
C0023,"28 HAWBANK ROAD , COLLEGE MILTON,
EAST KILBRIDGE 
UK  28 HAWBANK ROAD , COLLEGE MILTON,     EAST KILBRIDGE  UK", ,28,,01355 247921,1,1
C0024,"75 TUAS AVENUE 1
SINGAPORE 
 75 TUAS AVENUE 1      SINGAPORE",,75,,6265 0550,1,1
C0025,"66 JALAN TSB 9, TMN IND SUNGAI BULOH
SUNGAI BULOH , SELANGOR 
MALAYSIA 47000 66 JALAN TSB 9, TMN IND SUNGAI BULOH     SUNGAI BULOH , SELANGOR  MALAYSIA", ,66,47000,20361578989,1,1
C0026,"8 TANJONG PENJURU
#  -  
SINGAPORE 
 8 TANJONG PENJURU       SINGAPORE", ,8,,(+65)6261-3555,1,1
C0027,"1016 YISHUN INDUSTRIAL PARK A,
#01 - 220
SINGAPORE 768758
 1016 YISHUN INDUSTRIAL PARK A, 01 220   SINGAPORE",220,1016,768758,6755 2623,1,1
C0028,"33 RONG HSIN ROAD
#  -  
BADE CITY 
TAO YUAN TAIWAN
 33 RONG HSIN ROAD     BADE CITY TAO YUAN TAIWAN", ,33,,+886(3) 366 1581,1,1
C0029,"29 KAKI BUKIT PLACE
SINGAPORE 416207
 29 KAKI BUKIT PLACE      SINGAPORE",,29,416207,6745 6944,1,1
C0030,"15 JALAN JENTERA (HIAB BUSINESS AREA)
SINGAPORE 619434 15 JALAN JENTERA (HIAB BUSINESS AREA)       SINGAPORE", ,15,619434,6597 3888/6597 3999,1,1
C0031,"75 TUAS AVENUE 1,
SINGAPORE 639513
 75 TUAS AVENUE 1,     SINGAPORE",,75,639513,6266 3378,1,1
C0032,"136 RANGOON ROAD,
SINGAPORE 218414
 136 RANGOON ROAD,      SINGAPORE",,136,218414,+65 6292 0011,1,1
C0033,"113/115 TYRWHITT ROAD,
SINGAPORE 207545
 113/115 TYRWHITT ROAD,      SINGAPORE",,113/115,207545,+65 6863 1755,1,1
C0034,"20 WOODLANDS LINK,WOODLANDS EAST INDUSTRIAL ESTATE,
#01 - 03
SINGAPORE 738733
 20 WOODLANDS LINK,WOODLANDS EAST INDUSTRIAL ESTATE, 01 03   SINGAPORE",3,20,738733,6759 2292,1,1
C0035,"10-C JALAN AMPAS,     
# 08 - 02
HO SENG LEE FLATTED WAREHOUSE,  
SINGAPORE 329513 10-C JALAN AMPAS,      08 02 HO SENG LEE FLATTED WAREHOUSE,   SINGAPORE",2,10-C,329513,6252 5089,1,1
C0036,"3 LINK ROAD
SINGAPORE 619205
 3 LINK ROAD      SINGAPORE",,3,619205,6861 2477,1,1
C0037,"5 PIONEER ROAD NORTH,
#01 - 32
SINGAPORE 628458
 5 PIONEER ROAD NORTH, 01 32   SINGAPORE",32,5,628458,6268 2505/6268 3105,1,1
C0038,"204/204A CHUA CHU KANG AVE1,
SINGAPORE  204/204A CHUA CHU KANG AVE1,      SINGAPORE",,204/204A,NULL,"6769 1518,6892 0968",1,1
C0039,"7 JALAN KILANG
# 07 - 01
SINGAPORE 159407 7 JALAN KILANG 07 01   SINGAPORE",1,7,159407,6278 0097,1,1
C0040,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
 2021 BUKIT BATOK ST 23 04 216   SINGAPORE",216,2021,659526,6563 7122,1,1
D0001,"229 LORONG PERAK 8, MERGONG II,
KEDAH
MALAYSIA  229 LORONG PERAK 8, MERGONG II,      KEDAH MALAYSIA", ,229,,604-731632,1,1
D0002,"4 PASIR PANJANG ROAD ALEXANDRA DISSTRIPARK,
# 09
SINGAPORE 118480 4 PASIR PANJANG ROAD ALEXANDRA DISSTRIPARK, 09    SINGAPORE",NULL,4,118480,2736611,1,1
D0003,"52  STREET SUNG SAN-DONG
CHANGWON
KOREA  52  STREET SUNG SAN-DONG     CHANGWON KOREA",,52,,551-82-9111/8,1,1
D0004,"960 JURONG WEST ST 92,
# 01
SINGAPORE 640960 960 JURONG WEST ST 92, 01    SINGAPORE",NULL,960,640960,,1,1
D0005,"11 SUNGEI KADUT STREET 2,
SINGAPORE 729232 11 SUNGEI KADUT STREET 2,      SINGAPORE",,11,729232,3689786,1,1
D0006,"19 ENTERPRISE ROAD,
SINGAPORE 629825 19 ENTERPRISE ROAD,      SINGAPORE",,19,629825,2682066,1,1
D0007,       ,NULL,NULL,NULL,NULL,1,1
D0008,"119 BEDOK NORTH ROAD,
#10 - 205
SINGAPORE 460119
 119 BEDOK NORTH ROAD, 10 205   SINGAPORE",205,119,460119,6745 8829,1,1
D0009,"260 ORCHARD ROAD
##18 - 01
SINGAPORE 238855
 260 ORCHARD ROAD #18 01 THE HEEREN  SINGAPORE",1,260,238855,7388730,1,1
D0010," THULLERWEG 2 6361 DJ NUTH-NEDERLAND
#  -  
 
 NEDERLAND
  THULLERWEG 2 6361 DJ NUTH-NEDERLAND       NEDERLAND", ,,,+31(0)455245757,1,1
D0011,SINGAPORE        SINGAPORE,,,,,1,1
D0011-A,"25 INTERNATIONAL BUSINESS PARK ,   
GERMAN CENTRE    
SINGAPORE 
 25 INTERNATIONAL BUSINESS PARK ,    02  GERMAN CENTRE     SINGAPORE",,25,,6885 9773 / 6885 9788,1,1
D0012,"18 BOON LAY WAY, TRADEHUB 21
#06 - 140
SINGAPORE 609966
 18 BOON LAY WAY, TRADEHUB 21 06 140 SINGAPORE  SINGAPORE",140,18,609966,6795 3177,1,1
D0013,"140 UPPER BUKIT TIMAH ROAD ,    
# 03
BEAUTY WORLD PLAZA  
SINGAPORE 588176 140 UPPER BUKIT TIMAH ROAD ,     03  BEAUTY WORLD PLAZA   SINGAPORE",NULL,140,588176,6872 2912 / 6872 2794/ 6469 4875,1,1
D0014,"196 PANDAN LOOP ,    
# 05 - 04
PANTECH INDUSTRIAL COMPLEX  
SINGAPORE 128384 196 PANDAN LOOP ,     05 04 PANTECH INDUSTRIAL COMPLEX   SINGAPORE",4,196,128384,6779 5839,1,1
D0015," 48 TOH GUAN EAST , ENTERPRISE HUB
#07 - 114
SINGAPORE 608586
  48 TOH GUAN EAST , ENTERPRISE HUB 07 114   SINGAPORE",114,,608586,91828919,1,1
D0016,"1 CHANGI SOUTH STREET 1
SINGAPORE 486797
 1 CHANGI SOUTH STREET 1     SINGAPORE",,1,486797,6214 8888,1,1
D0017,"3029-A UBI ROAD 3
#01 - 98/99
SINGAPORE 408661
 3029-A UBI ROAD 3 01 98/99   SINGAPORE",98/99,3029-A,408661,6743 6100/9748 2401,1,1
D0018,"9 KALLANG PLACE
#07 - 06
SINGAPORE 339154
 9 KALLANG PLACE 07 06   SINGAPORE",6,9,339154,6392 3133,1,1
D0019,"2788-E JALAN KEMPAS LAMA OF KEMPAS,
JOHOR BAHRU
MALAYSIA 81200 2788-E JALAN KEMPAS LAMA OF KEMPAS,    JOHOR BAHRU MALAYSIA",NULL,2788-E,81200,016-7008180,1,1
D0020," 22 SIN MING LANE,MIDVIEW CITY,
#06 - 76
SINGAPORE 573969
  22 SIN MING LANE,MIDVIEW CITY, 06 76   SINGAPORE",76,,573969,8185 6886,1,1
E0001,"119 UBI AVENUE 4, TONG XING COMPLEX,
SINGAPORE 408765
 119 UBI AVENUE 4, TONG XING COMPLEX,      SINGAPORE", ,119,408765,7446648,1,1
E0002,"15 &17 JALAN BAKAWALI 54, TAMAN JOHOR JAYA
JOHOR BAHRU
MALAYSIA 81100 15 &17 JALAN BAKAWALI 54, TAMAN JOHOR JAYA      JOHOR BAHRU MALAYSIA", ,15 &17,81100,07-547772,1,1
E0003,"9 MARSILING IND. EST. ROAD 3
#01 - 31
SINGAPORE 739253
 9 MARSILING IND. EST. ROAD 3 01 31   SINGAPORE",31,9,739253,62694150,1,1
E0004,"48 WOODLANDS IND. PARK E7,
SINGAPORE 757822
 48 WOODLANDS IND. PARK E7,      SINGAPORE",,48,757822,6257 9923,1,1
E0005,"846 UPPER BUKIT TIMAH ROAD,
SINGAPORE 678164 846 UPPER BUKIT TIMAH ROAD,      SINGAPORE",,846,678164,7690452/3,1,1
E0006,"459 MACPHERSON ROAD,
SINGAPORE 368177 459 MACPHERSON ROAD,      SINGAPORE",,459,368177,3832200,1,1
E0007,"20 Tagore Lane 
SINGAPORE 787478
 20 Tagore Lane      SINGAPORE",,20,787478,,1,1
E0008,"9008 TAMPINES STREET 93
# 04
SINGAPORE 528843 9008 TAMPINES STREET 93 04    SINGAPORE",NULL,9008,528843,7876356,1,1
E0009,"2 BUKIT BATOK STREET 24 , SKYTECH BUILDING
#03 - 01
SINGAPORE 659480
 2 BUKIT BATOK STREET 24 , SKYTECH BUILDING 03 01   SINGAPORE",1,2,659480,6565 5128,1,1
E0010,"80 JOO KOON CIRCLE
SINGAPORE 629100
 80 JOO KOON CIRCLE      SINGAPORE",,80,629100,6863 9500,1,1
E0011,"53 TUAS CRESCENT 
SINGAPORE 638732 53 TUAS CRESCENT      SINGAPORE",,53,638732,8621228,1,1
E0012,"11 KAKI BUKIT ROAD 1 ,  EUNOS TECHNOLINK
#02 - 03/04/05
SINGAPORE 415939
 11 KAKI BUKIT ROAD 1 ,  EUNOS TECHNOLINK 02 03/04/05   SINGAPORE",3/4/2005,11,415939,67473336,1,1
E0013,"4 KALLANG WAY 4
SINGAPORE 349064 4 KALLANG WAY 4      SINGAPORE",,4,349064,68423588,1,1
E0014,"4 TUAS VIEW LANE
SINGAPORE 637750
 4 TUAS VIEW LANE     SINGAPORE",,4,637750,6861 1101,1,1
E0015,"24 JALAN TUKANG , JURONG INDUSTRIAL ESTATE
SINGAPORE  24 JALAN TUKANG , JURONG INDUSTRIAL ESTATE       SINGAPORE", ,24,NULL,62661996,1,1
E0016,"26  KAKI BUKIT CRESCENT
SINGAPORE 416257
 26  KAKI BUKIT CRESCENT      SINGAPORE",,26,416257,6743 3388,1,1
E0017,"PERINGERSTRABE 10, D-85055 INGOLSTADT
 INGOLSTADT 
GERMANY    PERINGERSTRABE 10, D-85055 INGOLSTADT     INGOLSTADT  GERMANY",, ,,(0841) 954780,1,1
E0018,"1004 TOA PAYOH NORTH
# 07
SINGAPORE 318995 1004 TOA PAYOH NORTH 07    SINGAPORE",NULL,1004,318995,6258 0221,1,1
E0019,"216G SYED ALWI ROAD 
# 01 - 05
SINGAPORE 207799 216G SYED ALWI ROAD  01 05   SINGAPORE",5,216G,207799,6294 2898,1,1
E0020,"2 ESTERMANNSTR
#  -  
BONN 53117
 GERMANY
 2 ESTERMANNSTR     BONN  GERMANY", ,2,53117,49-228-689798-0,1,1
E0021,"14 ABN 96 149 516 978
MOTORWAY CIRCUIT
ORMEAU
QUEENSLAND 4208
 AUSTRALIA
 14 ABN 96 149 516 978
MOTORWAY CIRCUIT
ORMEAU   QUEENSLAND  AUSTRALIA",,14,4208,+61 7 5549 4088,1,1
E0022," VIA DE PISIS,  Z.I. MANCASALE
 
REGGIO EMILIA SPAIN
  VIA DE PISIS,  Z.I. MANCASALE     REGGIO EMILIA SPAIN",,,,3.90523E+11,1,1
E0023," 750E Chai Chee Road, Technopart@chai chee
#07 - 01/02
SINGAPORE 469005
  750E Chai Chee Road, Technopart@chai chee 07 01/02   SINGAPORE",2-Jan,,469005,65598388,1,1
E0024," YS-ONE,1 YISHUN STREET 23,
#07 - 30
SINGAPORE 768441
  YS-ONE,1 YISHUN STREET 23, 07 30   SINGAPORE",30,,768441,6759 2296,1,1
E0025,"29 TESSENSOHN ROAD
SINGAPORE 217654 29 TESSENSOHN ROAD      SINGAPORE",,29,217654,6298 7600,1,1
