1049,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1050,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1051,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1052,OPENING,STOCK ADJSUT,PEIWEN,PEIWEN
1053,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1054,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1056,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1058,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1059,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1060,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1061,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1062,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1063,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1064,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1065,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1066,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1067,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1068,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1069,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1070,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1072,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1073,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1074,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1075,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1076,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1077,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1078,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1079,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1080,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1081,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1082,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1083,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1084,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1086,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1087,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1089,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1090,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1091,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1092,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1093,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1094,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1095,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1096,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1097,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1098,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1099,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1100,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1101,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1102,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1103,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1104,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1105,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1106,OPENING,STOCK TAKE ON 27/12/04,PEIWEN,PEIWEN
1108,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1109,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1111,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1112,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1114,OPENING,STICK ADJUST,PEIWEN,PEIWEN
1115,OPENING,STOCK ADJUSTER,PEIWEN,PEIWEN
1116,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1117,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1118,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1119,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1122,OPENING,STOCK TAKE ON 27/01/05,PEIWEN,PEIWEN
1123,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1124,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1125,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1126,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1127,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1128,OPENING,,PEIWEN,PEIWEN
1129,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1130,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1131,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1132,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1133,OPENING,out of stock for GIN posting,PEIWEN,PEIWEN
1134,OPENING,,PEIWEN,PEIWEN
1135,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1136,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1137,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1139,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1140,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1141,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1142,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1143,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1144,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1145,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1146,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1148,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1149,OPENING,STOCK TAKE ON 28/02/05,PEIWEN,PEIWEN
1151,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1152,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1153,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1154,OPENING,OUT STOCK ( ISSUE TO WENDI ON 010305),PEIWEN,PEIWEN
1155,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1156,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1157,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1158,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1159,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1160,OPENING,STOCK TAKE ON 10/03/05,PEIWEN,PEIWEN
1161,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1162,OPENING,ST OCK ADJUST,PEIWEN,PEIWEN
1163,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1164,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1165,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1166,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1167,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1168,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1169,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1170,OPENING,stock adjust,PEIWEN,PEIWEN
1171,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1173,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1175,OPENING,STOCK ADJUSTMENT,PEIWEN,PEIWEN
1177,OPENING,STOCK ADJUSTMENT,PEIWEN,PEIWEN
1178,OPENING,STOCK ADJUSTMENT,PEIWEN,PEIWEN
1179,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1181,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1182,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1183,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1184,OPENING,STOCK ADJUST-SPART PARE TAKE OUT FROM UNIT TDJ300,PEIWEN,PEIWEN
1185,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1186,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1187,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1188,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1189,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1191,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1192,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1193,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1194,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1196,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1197,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1198,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1199,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1200,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1201,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1203,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1204,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1205,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1207,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1209,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1210,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1211,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1212,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1213,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1214,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1215,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1216,OPENING,STOCK ADJUSTMET,PEIWEN,PEIWEN
1217,OPENING,stock adjust,PEIWEN,PEIWEN
1218,OPENING,stock adjust,PEIWEN,PEIWEN
1221,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1222,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1223,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1224,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1225,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1226,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1227,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1228,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1230,OPENING,STOCK AJUST,PEIWEN,PEIWEN
1231,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1232,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1233,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1234,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1235,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1236,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1237,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1239,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1241,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1242,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1245,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1246,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1247,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1248,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1249,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1250,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1251,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1252,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1253,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1254,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1257,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1258,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1259,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1260,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1261,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1262,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1263,OPENING,STOCK ADJUST,PEIWEN,PEIWEN
1264,OPENING,STOCK AJDUST,PEIWEN,PEIWEN
