00081068,00081068,0,1
00090101,00090101,0,1
00090960,00090960,0,1
00091124,00091124,0,1
00091169,00091169,0,1
015327,015327,0,1
02333,02333,0,1
02334,02334,0,1
02338,02338,0,1
0312-58084,0312-58084,0,1
0312-L57463,0312-L57463,0,1
0312-L57666,0312-L57666,0,1
0312-L57991,0312-L57991,0,1
0408-L63178,0408-L63178,0,1
0408-L63228,0408-L63228,0,1
0408-L63237,0408-L63237,0,1
04082119,04082119,0,1
0409-L30817,0409-L30817,0,1
0409-L63532,0409-L63532,0,1
0409-L6356732,0409-L6356732,0,1
0409-L63988,0409-L63988,0,1
04092200,04092200,0,1
04092270,04092270,0,1
0427240/00,0427240/00,0,1
0430445/00,0430445/00,0,1
06239,06239,0,1
08912,08912,0,1
100000000,100000000,0,1
100000001,100000001,0,1
100000002,100000002,0,1
100000003,100000003,0,1
100000004,100000004,0,1
100000005,100000005,0,1
100000007,100000007,0,1
100000008,100000008,0,1
100000009,100000009,0,1
100000010,100000010,0,1
100000011,100000011,0,1
100000012,100000012,0,1
100000013,100000013,0,1
100000014,100000014,0,1
100000015,100000015,0,1
100000021,100000021,1,1
100000022,100000022,0,1
100000023,100000023,0,1
100000024,100000024,0,1
100000025,100000025,0,1
100000026,100000026,0,1
100000027,100000027,0,1
100000028,100000028,0,1
100000029,100000029,0,1
100000030,100000030,0,1
100000031,100000031,0,1
100000032,100000032,0,1
100000033,100000033,0,1
100000034,100000034,0,1
100000035,100000035,0,1
100000036,100000036,0,1
100000037,100000037,0,1
100000038,100000038,0,0
100000039,100000039,0,1
100000040,100000040,0,1
100000041,100000041,0,1
100000042,100000042,0,1
100000043,100000043,0,1
100000044,100000044,0,1
100000045,100000045,0,1
100000049,100000049,0,1
100000050,100000050,0,1
100000051,100000051,0,1
100000052,100000052,0,1
100000054,100000054,0,1
100000055,100000055,0,1
100000056,100000056,0,1
100000057,100000057,0,1
100000061,100000061,0,1
100000062,100000062,0,1
100000063,100000063,0,1
100000064,100000064,0,1
100000065,100000065,0,1
100000066,100000066,0,1
100000067,100000067,0,1
100000068,100000068,0,1
100000069,100000069,0,1
100000070,100000070,0,1
100000071,100000071,0,1
100000072,100000072,0,1
100000073,100000073,0,1
100000074,100000074,0,1
100000075,100000075,0,1
100000076,100000076,0,1
100000077,100000077,0,1
100000078,100000078,0,1
100000079,100000079,0,1
100000080,100000080,0,1
100000081,100000081,0,1
100000082,100000082,0,1
100000083,100000083,0,1
100000085,100000085,0,1
100000086,100000086,0,1
100000087,100000087,0,1
100000088,100000088,0,1
100000089,100000089,0,1
100000090,100000090,0,1
100000091,100000091,0,0
100000092,100000092,0,1
100000093,100000093,0,1
100000094,100000094,0,1
100000095,100000095,0,1
100000096,100000096,0,1
100000097,100000097,0,1
100000099,100000099,0,1
100000100,100000100,0,1
100000101,100000101,0,1
100000102,100000102,0,1
100000103,100000103,0,1
100000106,100000106,0,1
100000107,100000107,0,1
100000109,100000109,0,1
100000110,100000110,0,1
100000111,100000111,0,1
100000112,100000112,0,1
100000113,100000113,0,1
100000116,100000116,0,1
100000117,100000117,0,1
100000118,100000118,0,1
100000119,100000119,0,1
100000120,100000120,0,0
100000121,100000121,0,1
100000122,100000122,0,1
100000123,100000123,0,1
100000124,100000124,0,1
100000125,100000125,0,1
100000126,100000126,0,1
100000127,100000127,0,1
100000128,100000128,0,1
100000129,100000129,0,1
100000130,100000130,0,1
100000131,100000131,0,1
100000132,100000132,0,1
100000133,100000133,0,1
100000134,100000134,0,1
100000135,100000135,0,1
100000136,100000136,0,1
100000137,100000137,0,1
100000138,100000138,0,1
100000139,100000139,0,1
100000140,100000140,0,1
100000141,100000141,0,1
100000142,100000142,0,1
100000143,100000143,0,1
100000144,100000144,0,1
100000145,100000145,0,1
100000146,100000146,0,1
100000147,100000147,0,1
100000148,100000148,0,1
100000149,100000149,0,1
100000150,100000150,0,1
100000151,100000151,0,0
100000152,100000152,0,1
100000153,100000153,0,1
100000154,100000154,0,1
100000155,100000155,0,1
100000156,100000156,0,0
100000157,100000157,0,1
100000158,100000158,0,1
100000159,100000159,0,1
100000160,100000160,0,1
100000161,100000161,0,1
100000162,100000162,0,1
100000163,100000163,0,1
100000164,100000164,0,1
100000165,100000165,0,1
100000166,100000166,0,1
100000167,100000167,0,1
100000168,100000168,0,1
100000169,100000169,0,1
100000170,100000170,0,1
100000171,100000171,0,0
100000173,100000173,0,1
100000174,100000174,0,1
100000175,100000175,0,1
100000176,100000176,0,1
100000177,100000177,0,1
100000178,100000178,0,1
100000180,100000180,0,1
100000181,100000181,0,1
100000182,100000182,0,1
100000183,100000183,0,1
100000185,100000185,0,1
100000186,100000186,0,1
100000187,100000187,0,1
100000188,100000188,0,0
100000189,100000189,0,1
100000190,100000190,0,1
100000191,100000191,0,1
100000192,100000192,0,1
100000193,100000193,0,1
100000194,100000194,0,1
100000195,100000195,0,1
100000196,100000196,0,1
100000197,100000197,0,1
100000198,100000198,0,1
100000199,100000199,0,1
100000200,100000200,0,1
100000201,100000201,0,1
100000202,100000202,0,1
100000203,100000203,0,1
100000204,100000204,0,1
100000205,100000205,0,1
100000206,100000206,0,1
100000207,100000207,0,1
100000208,100000208,0,1
100000209,100000209,0,1
100000210,100000210,0,1
100000211,100000211,0,1
100000212,100000212,0,1
100000213,100000213,2,1
100000214,100000214,0,1
100000215,100000215,0,1
100000216,100000216,0,1
100000217,100000217,0,1
100000218,100000218,0,1
100000219,100000219,0,1
100000220,100000220,0,1
100000221,100000221,0,1
100000222,100000222,0,1
100000223,100000223,0,1
100000224,100000224,0,1
100000226,100000226,0,1
100000227,100000227,0,1
100000228,100000228,0,1
100000229,100000229,0,1
100000230,100000230,0,1
100000231,100000231,0,1
100000232,100000232,0,1
100000233,100000233,0,1
100000234,100000234,0,1
100000235,100000235,0,1
100000236,100000236,0,1
100000237,100000237,0,1
100000238,100000238,0,1
100000239,100000239,0,1
100000240,100000240,0,1
100000241,100000241,0,1
100000242,100000242,0,1
100000243,100000243,0,1
100000244,100000244,0,1
100000245,100000245,0,1
100000246,100000246,0,1
100000247,100000247,0,1
100000248,100000248,0,1
100000249,100000249,0,1
100000250,100000250,0,1
100000251,100000251,0,1
100000252,100000252,0,1
100000253,100000253,0,1
100000254,100000254,0,1
100000255,100000255,0,1
100000256,100000256,0,1
100000257,100000257,0,1
100000258,100000258,0,1
100000259,100000259,0,1
100000260,100000260,0,1
100000261,100000261,0,1
100000262,100000262,0,1
100000263,100000263,0,1
100000264,100000264,0,1
100000265,100000265,0,1
100000266,100000266,0,1
100000267,100000267,0,1
100000268,100000268,0,1
100000269,100000269,0,1
100000270,100000270,0,1
100000271,100000271,0,1
100000272,100000272,0,1
100000273,100000273,0,1
100000274,100000274,0,1
100000275,100000275,0,1
100000276,100000276,0,1
100000277,100000277,0,1
100000278,100000278,0,1
100000279,100000279,0,1
100000280,100000280,0,1
100000281,100000281,0,1
100000282,100000282,0,1
100000283,100000283,0,1
100000284,100000284,0,1
100000285,100000285,0,1
100000286,100000286,0,1
100000287,100000287,0,1
100000288,100000288,0,1
100000289,100000289,0,1
100000290,100000290,0,1
100000291,100000291,0,1
100000292,100000292,0,1
100000293,100000293,0,1
100000294,100000294,0,1
100000295,100000295,0,1
100000296,100000296,0,1
100000297,100000297,0,1
100000298,100000298,0,1
100000299,100000299,0,1
100000300,100000300,0,1
100000301,100000301,0,0
100000302,100000302,0,1
100000303,100000303,0,1
100000304,100000304,0,1
100000305,100000305,0,1
100000306,100000306,0,1
100000307,100000307,0,1
100000308,100000308,0,1
100000309,100000309,0,1
100000310,100000310,0,1
100000311,100000311,0,1
100000312,100000312,0,1
100000313,100000313,0,1
100000314,100000314,0,1
100000315,100000315,0,1
100000316,100000316,0,1
100000317,100000317,0,1
100000318,100000318,0,1
100000319,100000319,0,1
100000320,100000320,0,1
100000321,100000321,0,1
100000322,100000322,0,1
100000323,100000323,0,1
100000324,100000324,0,1
100000325,100000325,0,1
100000326,100000326,0,1
100000327,100000327,0,1
100000328,100000328,0,1
100000329,100000329,0,1
100000330,100000330,0,1
100000331,100000331,0,1
100000332,100000332,0,1
100000333,100000333,0,1
100000334,100000334,0,1
100000335,100000335,0,1
100000336,100000336,0,1
100000337,100000337,0,1
100000338,100000338,0,0
100000339,100000339,0,1
100000340,100000340,0,1
100000341,100000341,0,1
100000342,100000342,0,1
100000343,100000343,0,1
100000344,100000344,0,1
100000345,100000345,0,1
100000346,100000346,0,1
100000347,100000347,0,1
100000348,100000348,0,1
100000349,100000349,0,1
100000350,100000350,0,1
100000351,100000351,0,1
100000352,100000352,0,1
100000353,100000353,0,1
100000354,100000354,0,1
100000355,100000355,0,1
100000356,100000356,0,1
100000357,100000357,0,1
100000358,100000358,0,1
100000359,100000359,0,1
100000360,100000360,0,1
100000361,100000361,0,1
100000362,100000362,0,1
100000363,100000363,0,1
100000365,100000365,0,1
100000366,100000366,0,1
100000367,100000367,0,1
100000368,100000368,0,1
100000369,100000369,0,1
100000370,100000370,0,1
100000371,100000371,0,1
100000372,100000372,0,1
100000373,100000373,0,1
100000374,100000374,0,1
100000375,100000375,0,1
100000376,100000376,0,1
100000377,100000377,0,1
100000378,100000378,0,1
100000379,100000379,0,1
100000380,100000380,0,1
100000381,100000381,0,1
100000382,100000382,0,1
100000383,100000383,0,1
100000384,100000384,0,1
100000385,100000385,0,1
100000386,100000386,0,1
100000387,100000387,0,1
100000388,100000388,0,1
100000389,100000389,0,1
100000390,100000390,0,1
100000391,100000391,0,1
100000392,100000392,0,1
100000393,100000393,0,1
100000394,100000394,0,1
100000395,100000395,0,1
100000396,100000396,0,1
100000397,100000397,0,1
100000398,100000398,0,1
100000399,100000399,0,1
100000400,100000400,0,1
100000401,100000401,0,1
100000402,100000402,0,1
100000403,100000403,0,1
100000404,100000404,0,1
100000405,100000405,0,1
100000406,100000406,0,1
100000407,100000407,0,1
100000408,100000408,0,1
100000409,100000409,1,1
100000410,100000410,0,1
100000411,100000411,0,1
100000412,100000412,0,1
100000413,100000413,0,1
100000414,100000414,0,1
100000415,100000415,0,0
100000416,100000416,0,1
100000417,100000417,0,1
100000418,100000418,0,1
100000419,100000419,0,1
100000420,100000420,1,1
100000421,100000421,0,1
100000422,100000422,0,1
100000423,100000423,0,1
100000424,100000424,0,1
100000425,100000425,0,1
100000426,100000426,5,1
100000427,100000427,0,1
100000428,100000428,0,1
100000429,100000429,0,1
100000430,100000430,0,1
100000431,100000431,0,1
100000432,100000432,0,1
100000433,100000433,0,1
100000434,100000434,0,1
100000435,100000435,0,1
100000436,100000436,0,1
100000437,100000437,0,1
100000438,100000438,0,1
100000439,100000439,0,1
100000440,100000440,0,1
100000441,100000441,0,1
100000442,100000442,0,1
100000443,100000443,0,1
100000444,100000444,0,1
100000445,100000445,0,1
100000446,100000446,0,1
100000447,100000447,0,1
100000448,100000448,0,1
100000449,100000449,0,1
100000450,100000450,1,1
100000451,100000451,0,1
100000452,100000452,0,1
100000453,100000453,0,1
100000454,100000454,0,1
100000455,100000455,1,1
100000456,100000456,0,1
100000457,100000457,0,1
100000458,100000458,0,1
